,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Change
A1BG,15.2892380324785,-0.0101207579372058,0.15448771231157,-0.0655117341422878,0.947766563912335,0.958454106624199,NS
A2M,8478.59607113187,0.958149359695326,0.114275270605441,8.38457309808989,5.09101764667738e-17,8.35565201626565e-16,Up
A2ML1,207.991998933319,-0.757561314491613,0.173858066104352,-4.35735500495511,1.31643651324923e-05,3.53862053702023e-05,Down
A2MP1,36.8241492398226,-0.454412977581418,0.120435382969476,-3.7730853373596,0.000161241105159015,0.000365386795887357,NS
A3GALT2,12.1305019346215,0.01198642899651,0.223515754721234,0.0536267745934031,0.957232524159843,0.96610074812924,NS
A4GALT,229.622940091917,0.513592629705129,0.139001412906686,3.69487344743691,0.000219996333142994,0.000487306288151893,NS
AAAS,1658.70253276385,-0.305744710134175,0.0721502102834199,-4.23761356942899,2.25908154746722e-05,5.87368439508056e-05,NS
AACS,848.213354971405,-0.423928196722532,0.104912183902626,-4.04079088770088,5.32712435918246e-05,0.000130579707940576,NS
AADAT,424.618679774005,0.0812331178757593,0.0888426192397052,0.914348525189078,0.360533740315449,0.420825392339434,NS
AAED1,219.502370955863,0.447728961762892,0.0728780611501607,6.1435355811727,8.0704583283174e-10,4.07210691903164e-09,NS
AAGAB,701.774100082702,-0.0877041360975091,0.0854915314320996,-1.02588098058773,0.304947688693961,0.363696611526846,NS
AAK1,830.729113373787,-0.474736848171101,0.171784072151769,-2.76356732160638,0.00571732968771601,0.00992659059696291,NS
AAMDC,114.426000322124,-0.429664955477772,0.0778151495328462,-5.52161061255056,3.35906245306075e-08,1.33637994456083e-07,NS
AAMP,3826.40433413139,-0.546087072215395,0.0611800043797215,-8.92590770059505,4.42059008209704e-19,9.99373512710294e-18,NS
AANAT,54.6781171208922,-0.393134875825903,0.188867685800859,-2.08153593961236,0.0373848780362587,0.0554183872405983,NS
AAR2,792.409492698036,-0.00250537275572725,0.0592463889724281,-0.0422873494769985,0.966269629921147,0.973345453200947,NS
AARS,6785.92183463508,-0.340418500742554,0.059213903903245,-5.74896229268711,8.97928387981308e-09,3.86404390077216e-08,NS
AARS2,760.57406179494,-0.293085796150249,0.0709690367863643,-4.12976995915156,3.63126389811895e-05,9.12990638077242e-05,NS
AARSD1,89.6418988987799,-0.571679334856192,0.133224279651639,-4.29110471718103,1.77786446573997e-05,4.68859398990922e-05,NS
AASDH,351.308337730724,0.152224234024642,0.0770060322242973,1.97678324187974,0.0480661367469458,0.069667785666258,NS
AASDHPPT,1005.41971125565,0.000506652323863395,0.115071977927675,0.0044029166178219,0.996486992158479,0.997285705451411,NS
AASS,867.67109430025,-0.0369553809705776,0.19704658526431,-0.187546416605024,0.851232234073176,0.877338346782386,NS
AATF,1554.81004324818,-0.716417640869164,0.100363566487624,-7.13822421762488,9.45443253973846e-13,7.60854481829622e-12,Down
AATK,4634.54350536212,-0.138941730104141,0.147178350107817,-0.944036470053903,0.345151011908557,0.405126272709502,NS
ABAT,6975.9438389808,-0.391604543708599,0.121753805214543,-3.21636389941611,0.00129826096287729,0.00251802747633221,NS
ABCA1,2362.55370883088,0.409539566555725,0.154993547877284,2.64230074196365,0.00823449018487205,0.0138725733970776,NS
ABCA10,61.6305467805522,0.282986932014266,0.210237550636265,1.34603419397644,0.178291489247753,0.226237293110501,NS
ABCA12,19.9765298511054,0.671223236340576,0.172525814124228,3.89056698412249,0.000100010263763108,0.000234998060423099,Up
ABCA13,44.3592819112828,1.33818846283596,0.288364544592774,4.64061372290319,3.47375938788324e-06,1.01963946445065e-05,Up
ABCA17P,239.708310008984,-1.13502084493634,0.124884620951488,-9.08855579084671,1.00363276096911e-19,2.53753379689263e-18,Down
ABCA2,17476.4759100021,-0.24712604709514,0.138599814946871,-1.78301859342215,0.074583276678194,0.103393607228666,NS
ABCA3,6773.45042184536,-0.609581601195138,0.0961975649322186,-6.33676748080528,2.34635674432554e-10,1.29544430863579e-09,Down
ABCA4,28.0495790997801,-0.573118012359265,0.174027828385497,-3.2932549792538,0.000990346178639656,0.00196016329370551,NS
ABCA5,319.965341754033,0.835623285485346,0.187558187191992,4.45527490959362,8.37857618513083e-06,2.32951235839439e-05,Up
ABCA6,67.2902698644509,0.545936663266917,0.210140959937216,2.59795455122136,0.00937809056252642,0.0156417145510613,NS
ABCA7,1010.70214965201,-0.720719515927423,0.17824633307651,-4.04339042205184,5.26837840220803e-05,0.000129237295186098,Down
ABCA8,653.973684018071,0.63017386953439,0.170633782783122,3.6931366066903,0.000221504955285515,0.000490313437091843,Up
ABCA9,104.439243765597,-0.0714505869907696,0.152524875617915,-0.468452025948593,0.639461370604818,0.692120888688231,NS
ABCB1,542.805696924614,0.105897755892628,0.122021218818195,0.8678634496383,0.385469090133395,0.446000019320356,NS
ABCB10,392.688466159504,-0.0221824618021675,0.0924518019223655,-0.23993541868221,0.810380322575976,0.842347169316934,NS
ABCB4,71.340406798968,1.14616513149379,0.143091526758092,8.01001399217355,1.14695393554023e-15,1.49177534308406e-14,Up
ABCB6,66.4273345093525,-0.2859060584282,0.153888897650691,-1.85787319808588,0.0631870232890222,0.0890941419412273,NS
ABCB7,398.755896455342,0.0170477676734797,0.0643064712315098,0.26510189949789,0.790930964088853,0.825938716488051,NS
ABCB8,1958.60515967974,-0.490011872425268,0.102071411847183,-4.80067693350701,1.58130193582215e-06,4.88722258611294e-06,NS
ABCB9,585.849513179391,-0.426324143888913,0.138261077720978,-3.08347187014751,0.00204600451981029,0.00383673121136329,NS
ABCC1,789.227299053534,0.469323664621969,0.114764594348129,4.08944646463277,4.32403851186176e-05,0.00010735361444561,NS
ABCC10,868.28259290419,-0.0135544360108778,0.0857963488248084,-0.157983832605222,0.874469538432919,0.897243334250514,NS
ABCC11,30.3422623703881,-0.215503167949702,0.141490145915042,-1.52309665493668,0.127734525620342,0.16783121417107,NS
ABCC12,29.4485770082595,-1.55494611717429,0.283188601950574,-5.49084993698187,4.00004111285469e-08,1.57440997439033e-07,Down
ABCC2,28.450133062724,0.0787360962027696,0.18189197479748,0.432872842743256,0.665107150355011,0.715062873530437,NS
ABCC3,365.525716836116,1.91235337662428,0.27487145941701,6.95726424518679,3.46943848892088e-12,2.5551690359421e-11,Up
ABCC4,470.210596729888,-0.197642417887633,0.144835995056188,-1.3645946079285,0.172380500447378,0.219698514703348,NS
ABCC5,2309.78151592867,-0.152900437183778,0.0855974117100908,-1.78627407218381,0.0740548928460397,0.102757652648052,NS
ABCC6,116.885420893299,-0.398840493887475,0.130275154742634,-3.06152385445564,0.0022021344430066,0.00410815380747996,NS
ABCC6P1,48.1801099870857,0.420334681316646,0.180530932760054,2.32832498503355,0.0198948535750399,0.0311381027123757,NS
ABCC6P2,20.8390623279985,-0.234242443527457,0.17105040696901,-1.36943517222906,0.170863286163229,0.217884583313814,NS
ABCC8,1846.49835367086,-1.84380423571865,0.190277559704309,-9.69007716193076,3.32277537741619e-22,1.31871124513984e-20,Down
ABCC9,326.033179989352,0.0820480677999844,0.143852241811789,0.570363497757184,0.568431181782762,0.626350888785405,NS
ABCD1,191.831803230495,0.957459934818533,0.129979808253225,7.36622055137383,1.75533331098501e-13,1.59532868442937e-12,Up
ABCD2,166.708181322608,0.601885006514112,0.160729397196857,3.74471015888239,0.000180602148189528,0.000405973420497495,Up
ABCD3,1242.87948384977,0.172411072427043,0.0785179073556473,2.19581848566221,0.0281049379938194,0.0427473157342275,NS
