,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Change
A1BG,15.2892380324785,0.604309140236865,0.125395970385989,4.81920701579728,1.4412994118788e-06,3.57560324829844e-06,Up
A2M,8478.59607113187,0.559652720614406,0.0967547738456218,5.78423883773804,7.28413902326185e-09,2.27552241388734e-08,NS
A2ML1,207.991998933319,0.414138799038158,0.141961967516888,2.91725175610074,0.00353130619217041,0.00577358603055098,NS
A2MP1,36.8241492398226,-0.300521746536385,0.100811065225843,-2.98103929229532,0.00287271931283575,0.00475524983540179,NS
A3GALT2,13.8110572723494,1.58678535980498,0.180296086907314,8.80099722086987,1.35605709396403e-18,1.01716814922478e-17,Up
A4GALT,229.622940091917,0.359709136177553,0.113513659004578,3.16886213810661,0.00153036966416738,0.00263062166565339,NS
AAAS,1658.70253276385,-0.126850933441764,0.059414095818126,-2.13503095006395,0.0327584820970747,0.0460935923543443,NS
AACS,848.213354971405,0.0294415774505892,0.0865369814925692,0.340219602565145,0.733691157049826,0.76958157423152,NS
AADAT,424.618679774005,-0.416798547077237,0.0699712684419176,-5.95670989476513,2.57366507502311e-09,8.38533350015559e-09,NS
AAED1,219.502370955863,0.366025813423589,0.0600535256992064,6.09499291110607,1.09442301202583e-09,3.71801471979976e-09,NS
AAGAB,701.774100082702,0.646877066456452,0.0620268124998653,10.4289909538372,1.82819363492752e-25,2.38164037577396e-24,Up
AAK1,830.729113373787,-0.174353732657047,0.140056527158904,-1.24488116472594,0.213175435392915,0.256296842255965,NS
AAMDC,114.426000322124,-0.169308570887101,0.0659599621255414,-2.5668385097744,0.0102630396910216,0.0156613387482056,NS
AAMP,3826.40433413139,0.0338325025213735,0.0536298969488565,0.630851529579434,0.5281376068984,0.578456790497626,NS
AANAT,54.6781171208922,0.402761877964942,0.153371279799389,2.62605801093762,0.00863800943846938,0.0133205556911681,NS
AAR2,792.409492698036,-0.038150170534002,0.0482770026560093,-0.79023486204882,0.429390619840417,0.481012321687346,NS
AARS,6785.92183463508,-0.0726669683087441,0.0496100862958845,-1.46476198157253,0.142985867809329,0.17816432074008,NS
AARS2,760.57406179494,0.522750389992619,0.053016724823608,9.86010342456767,6.19855100593941e-23,6.70318986864814e-22,NS
AARSD1,89.6418988987799,0.447628428838785,0.108608315901049,4.12149313913137,3.76424683703683e-05,7.89830075733994e-05,NS
AASDH,351.308337730724,0.339982978584322,0.0610163821090932,5.5719950418636,2.51838590355694e-08,7.47320657889147e-08,NS
AASDHPPT,1005.41971125565,-0.732956042397442,0.0874686849598324,-8.37963944163597,5.30900849867382e-17,3.45671183114615e-16,Down
AASS,867.67109430025,1.34027624145775,0.147840571126679,9.06568630818749,1.23822259695656e-19,1.01663273615573e-18,Up
AATF,1554.81004324818,0.386211531022813,0.0833174949662856,4.63541938195686,3.56214535794285e-06,8.46322357291106e-06,NS
AATK,4634.54350536212,-0.327935914300349,0.118543172836314,-2.76638381151791,0.00566817793147154,0.00899724860000449,NS
ABAT,6975.9438389808,-0.1356787310001,0.0995081076695919,-1.36349423356144,0.172726800580032,0.211807919242659,NS
ABCA1,2362.55370883088,1.00950216250144,0.117550972812473,8.58778229008688,8.86640742654377e-18,6.18211019534616e-17,Up
ABCA10,61.6305467805522,1.44926980937527,0.158222347834225,9.1597036020077,5.20400539967192e-20,4.3972626573386e-19,Up
ABCA12,19.9765298511054,1.27535757844468,0.132267547122952,9.64225621617628,5.30098283762589e-22,5.29511097971344e-21,Up
