,Dataset,Model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
104,tidied_integrated_df_14,Ensemble,0.8068151532457642,0.04678921887577343,0.48245614035087725,0.10244171972536052,0.5444444444444445,0.08179612250248357,0.5065570904004196,0.08530455776617173,0.7532231723098597,0.05933776155727626,0.4571835704983248,0.0677408309857398
105,tidied_integrated_df_15,Deep,0.8459927660384542,0.009664966671070776,0.6742857142857142,0.08599359254725712,0.3292397660818714,0.148722085143689,0.4134107154567513,0.11710823901333509,0.71885514439694,0.07115609064807152,0.42796485324260314,0.06392620763777489
106,tidied_integrated_df_15,SVM,0.7484865790976585,0.034787663458421034,0.39326519797108034,0.0464400084538074,0.7175438596491228,0.09461402767792598,0.505891547447624,0.051403822423310166,0.785177240486838,0.05026411952184088,0.4864463433075226,0.0923243893253693
107,tidied_integrated_df_15,RandomForest,0.8323053493241955,0.01935488956216364,0.5671100141688377,0.1114796852506867,0.40175438596491225,0.05090071379412618,0.4619700902237053,0.03354993207872619,0.7928045604206595,0.04156899615580385,0.47403709231058244,0.05609871806665042
108,tidied_integrated_df_15,XGBoost,0.8225395012373881,0.02479535320827538,0.5297651368239603,0.09052706720422694,0.41345029239766085,0.05601838603428326,0.45505784538042604,0.03354950358132165,0.790071420381018,0.04209856831087507,0.505870182484408,0.06171030384135071
109,tidied_integrated_df_15,LogisticRegression,0.7483723586521988,0.03681247954920596,0.3762573935766372,0.054712650728693135,0.5654970760233918,0.09317534885662745,0.4457532730049093,0.04822318813780759,0.7294271626779366,0.02856107914196281,0.3935508929261893,0.04103920958076748
110,tidied_integrated_df_15,NaiveBayes,0.8109270892823147,0.02429058301775253,0.40444444444444444,0.22982548397951813,0.21812865497076023,0.12145735659178637,0.27642701525054464,0.1462102135141481,0.6963311464936851,0.0710215560302425,0.35825889245943543,0.07233219165536468
111,tidied_integrated_df_15,Ensemble,0.8128498001142204,0.02652443154665777,0.4515079365079365,0.09049303658261254,0.3941520467836257,0.18147886422611756,0.40912134182722426,0.15102330885480794,0.8018694612347863,0.03086198158358636,0.5012634019937522,0.0690256744285399
112,tidied_integrated_df_16,Deep,0.8401675233200075,0.011502256585031607,0.7802197802197803,0.18532047458314543,0.21871345029239767,0.13711423932882663,0.30391213766425984,0.14602212750309998,0.7246449456975773,0.03951567608176681,0.4352459233606215,0.07681482625177129
113,tidied_integrated_df_16,SVM,0.7289548829240434,0.031767444106985294,0.3578536711198001,0.04268312460011889,0.6298245614035087,0.08198822067051172,0.4546314537605757,0.04752169805818239,0.7625450063066161,0.052895022947428885,0.44385240920767843,0.08946722619670029
114,tidied_integrated_df_16,RandomForest,0.8420331239291832,0.019488881520569348,0.5974112978524743,0.10583597248589403,0.4461988304093567,0.04405803088149091,0.5037554112554112,0.03494601313291935,0.7931610070928957,0.04002625851931717,0.47997065192194005,0.04799882156812202
115,tidied_integrated_df_16,XGBoost,0.8186940795735769,0.019212061521230995,0.4903242955874535,0.04818640250610869,0.46959064327485384,0.11889623815532653,0.4744744744744745,0.08710868400091368,0.7980761544383835,0.03392019306968511,0.4967381534371942,0.06930463454850869
116,tidied_integrated_df_16,LogisticRegression,0.7446030839520275,0.037530605192624196,0.3800168940255147,0.048287012737680504,0.6426900584795321,0.1001076674925411,0.4740144927536232,0.052045324631565505,0.7542694972725933,0.022348514976633118,0.44605438462921854,0.07820707984279389
117,tidied_integrated_df_16,NaiveBayes,0.7055587283457072,0.07959624480278638,0.33687900121656933,0.07113168076760623,0.5859649122807018,0.14788038796505132,0.4177127347380486,0.07972326452472724,0.7025027028355202,0.06107193629951208,0.35397700288576756,0.06799652582302775
118,tidied_integrated_df_16,Ensemble,0.8185417856462973,0.04550906415920592,0.5152181052330977,0.1047973172714146,0.5432748538011695,0.10183501544346309,0.5196472806775159,0.08226275427355745,0.7808429570658673,0.042554256166849186,0.4722672454259899,0.07873405996629539
119,tidied_integrated_df_17,Deep,0.8440700552065487,0.014872849033393896,0.8428571428571429,0.20404081224408144,0.16374269005847952,0.07786786323218298,0.2657556935817805,0.1082178277897174,0.6824876734319458,0.06584235371109615,0.42118290665305513,0.07608221913349376
120,tidied_integrated_df_17,SVM,0.6685703407576623,0.04116058597141403,0.2710909309960543,0.06860367057506166,0.512280701754386,0.14172572230611025,0.35424501424501426,0.0925738486397143,0.6711304404802857,0.07328611363087775,0.33822121578936415,0.08894988939524548
121,tidied_integrated_df_17,RandomForest,0.7622691795164668,0.03789404700158012,0.2990497737556561,0.13676483874703957,0.23976608187134502,0.10174430278736536,0.2654117072048761,0.11566730471753524,0.6707680557603158,0.0790622833208423,0.30402275679791213,0.0807573592373509
122,tidied_integrated_df_17,XGBoost,0.7603274319436512,0.03288593548499046,0.29786096256684497,0.0971332489998687,0.23918128654970755,0.07503632716886754,0.2624204500066569,0.07868298816041853,0.6644695890051928,0.05347575584704192,0.3231272147085966,0.08076647025727124
123,tidied_integrated_df_17,LogisticRegression,0.6802779364172854,0.03811001483502142,0.28751867313749063,0.032098121184376854,0.5228070175438597,0.08529596108889757,0.36873541202362514,0.04192893173985941,0.6893011122577686,0.0449910780317891,0.402327845691243,0.07556827491308003
124,tidied_integrated_df_17,NaiveBayes,0.7602132114981914,0.02456863815904341,0.35340215340215336,0.04209689416994117,0.40292397660818713,0.12694773694824943,0.3671265849989254,0.07228417916590325,0.6606635870722558,0.06949181597565163,0.3830094159324382,0.09036997222755395
125,tidied_integrated_df_17,Ensemble,0.8167523320007615,0.027234810773983313,0.4597368421052631,0.13469366084366458,0.3385964912280701,0.15882765330184245,0.3775215765524017,0.15816894053832137,0.7014233295657444,0.07120084691385693,0.38120142706704374,0.08991651114027226
126,tidied_integrated_df_18,Deep,0.8537787930706262,0.013962693547314048,0.7848901098901099,0.1317925607634049,0.2818713450292397,0.11670440111449307,0.39473984710941235,0.11430056230917186,0.7028870378560781,0.046107544193688815,0.45571040281692543,0.0643783779983322
127,tidied_integrated_df_18,SVM,0.7737864077669903,0.05041817487606928,0.3727978883861237,0.10773522324915168,0.2824561403508772,0.0392989417927753,0.31515616999487966,0.06091511642426304,0.6344044752403886,0.0559334450068941,0.30840358289255115,0.07689989693290541
128,tidied_integrated_df_18,RandomForest,0.8166571482962116,0.0234379624278662,0.4983333333333334,0.13503086067019396,0.2286549707602339,0.06486748362040724,0.3075661375661375,0.07855808412858979,0.7372008042983275,0.051444858798120885,0.419183879215227,0.09515316928673419
129,tidied_integrated_df_18,XGBoost,0.8030839520274128,0.021122840367048066,0.42191142191142195,0.08865166861728456,0.27251461988304093,0.07062235854713697,0.3296480216113141,0.07857508017557426,0.7228070994479664,0.029778588091194998,0.3939500755808112,0.06768500956141238
130,tidied_integrated_df_18,LogisticRegression,0.7231296402055968,0.026491004984267055,0.3422130602775764,0.03815462300656126,0.5771929824561404,0.08085416576703797,0.4269603266767218,0.03916639612047011,0.7139262371615313,0.03889240073342752,0.41800486458892283,0.05595286911791135
131,tidied_integrated_df_18,NaiveBayes,0.5537026461069865,0.06997170032729758,0.21307324254692675,0.028410421761207484,0.543859649122807,0.11146450418421891,0.3038212909935905,0.040205873720674155,0.5540030222615362,0.07327989946113944,0.2203311258564169,0.03223366272628832
132,tidied_integrated_df_18,Ensemble,0.8029697315819531,0.042274296938352884,0.43919413919413913,0.14526199748810673,0.3157894736842105,0.12357044800652302,0.35805459057071964,0.13500361454558452,0.7180798401231837,0.040214275137872034,0.4247036061323392,0.09563550224592003
