,Dataset,Model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
93,tidied_integrated_df_13,RandomForest,0.8322672758423757,0.029077299108157206,0.5693084693084693,0.112375266852758,0.3707602339181286,0.059448119077663245,0.4432070907710507,0.067460326524956,0.7962402738873327,0.051362368333128156,0.49159547321114055,0.09488605484528255
94,tidied_integrated_df_13,XGBoost,0.8322672758423757,0.029077299108157206,0.5541736694677871,0.09634121399770151,0.4807017543859649,0.11496249070460267,0.5025772576236973,0.08100162885421121,0.79255180434747,0.04774924157131815,0.49728864295156383,0.07611446303572528
95,tidied_integrated_df_13,LogisticRegression,0.7639824861983627,0.056443426367077366,0.41573754532543433,0.0666350242721284,0.6426900584795321,0.06502545321131059,0.49904432284010874,0.052316419087904846,0.7544801546349533,0.06109378005343529,0.45098358706983743,0.09519810369560894
96,tidied_integrated_df_13,NaiveBayes,0.42467161621930316,0.21066121141630742,0.2624846123811655,0.12751504844468572,0.9023391812865498,0.021214452803762638,0.3916383578311578,0.13209068597484633,0.7548164528969481,0.07759514958876218,0.42331413064743834,0.11337532798597262
97,tidied_integrated_df_13,Ensemble,0.8263468494193793,0.04901990725504104,0.5335472614569908,0.10584976008437025,0.598830409356725,0.05784450535147712,0.5594104688360828,0.07853509510957864,0.8104511278195489,0.05366233767394632,0.5089576684927721,0.09060079325797883
98,tidied_integrated_df_14,Deep,0.8420902341519131,0.0115165202507943,0.6124242424242424,0.039743784562955166,0.3269005847953216,0.06396495398304242,0.423181059043128,0.0575952620168779,0.6998349632250561,0.062211093389044,0.4202888608014659,0.07897734135153306
99,tidied_integrated_df_14,SVM,0.766057490957548,0.03207102740534875,0.39611436950146633,0.05306196153091929,0.5549707602339181,0.0836972662587829,0.45968011390602753,0.054223352941591994,0.7576313332350484,0.05563475190806204,0.44462573737769284,0.08777975646952337
100,tidied_integrated_df_14,RandomForest,0.8361507709880067,0.03172583532836963,0.5834920634920635,0.11497849985792666,0.4578947368421053,0.10401468855820609,0.4968234379999085,0.08277085383202554,0.789600307959441,0.053675454187291013,0.47533269686334034,0.05923095647430958
101,tidied_integrated_df_14,XGBoost,0.814753474205216,0.027288515711390696,0.49203014122922595,0.06764964743966821,0.45847953216374276,0.09693147838021797,0.46732793051300947,0.06746742885117514,0.7782765737874098,0.03531191571327163,0.4722283098127399,0.08206560843786773
102,tidied_integrated_df_14,LogisticRegression,0.7327622311060347,0.04745285622938784,0.36250221043324493,0.060762846453086314,0.5766081871345029,0.057339770253825875,0.43910851790108757,0.038983585477675484,0.7016911559945614,0.032709689360837166,0.3812783035512772,0.055996593457465646
103,tidied_integrated_df_14,NaiveBayes,0.24970493051589568,0.06029322639673092,0.18582681111629268,0.01336463162021571,0.935672514619883,0.039098279884086026,0.30984637245980257,0.019114489165541065,0.6840504856913525,0.07103035879818667,0.36493493923547826,0.0883734826726983
